country,iso3c,date,SPI.DIM2.1.INDEX,SPI.DIM2.2.INDEX,SPI.DIM2.4.INDEX,SPI.DIM3.1.INDEX,SPI.DIM3.2.INDEX,SPI.DIM3.3.INDEX,SPI.DIM3.4.INDEX,income,region,population
Cayman Islands,CYM,2016,0,,,0.071166667,0.187833333,0.25,0.261,High income,Latin America & Caribbean,62569
Central African Republic,CAF,2016,0,,0,0.461833333,0.429666667,0.6945,0.3485,Low income,Sub-Saharan Africa,4537687
Channel Islands,CHI,2016,0,,,,,,,High income,Europe & Central Asia,166923
Comoros,COM,2016,0,,0,0.535333333,0.514666667,0.6875,0.522,Lower middle income,Sub-Saharan Africa,795592
"Congo, Dem. Rep.",COD,2016,,0.2,0,0.652666667,0.488,0.4445,0.667,Low income,Sub-Saharan Africa,78789127
Cuba,CUB,2016,0,0.437,,0.525333333,0.457833333,0.4445,0.561,Upper middle income,Latin America & Caribbean,11335109
Curacao,CUW,2016,0,,,0.040833333,0.219166667,0.25,0.091,High income,Latin America & Caribbean,159664
Dominica,DMA,2016,0,,0,0.4255,0.404166667,0.639,0.572,Upper middle income,Latin America & Caribbean,71307
Equatorial Guinea,GNQ,2016,0,,0,0.407333333,0.463166667,0.6945,0.361,Upper middle income,Sub-Saharan Africa,1215179
Eritrea,ERI,2016,0,,0,0.3895,0.373833333,0.4445,0.261,Low income,Sub-Saharan Africa,
Faroe Islands,FRO,2016,0,,,0.061666667,0.066666667,0.25,0.1465,High income,Europe & Central Asia,48173
French Polynesia,PYF,2016,0,,,0.036,0.1545,0.3125,0.15,High income,East Asia & Pacific,274575
Gibraltar,GIB,2016,0,,,0.134833333,0.085166667,0.125,0.094,High income,Europe & Central Asia,33737
Greenland,GRL,2016,0,,,0.081833333,0.0795,0.3125,0.097,High income,Europe & Central Asia,56186
Grenada,GRD,2016,0,,0,0.443333333,0.390166667,0.4445,0.572,Upper middle income,Latin America & Caribbean,110261
Guam,GUM,2016,0,,,0.081833333,0.141666667,0.25,0.139,High income,East Asia & Pacific,162951
"Hong Kong SAR, China",HKG,2016,1,0.279,,0.220166667,0.288166667,0.3125,0.472,High income,East Asia & Pacific,7336600
Isle of Man,IMN,2016,,,,0.057166667,0.0905,0.125,0.1495,High income,Europe & Central Asia,83287
"Korea, Dem. People’s Rep.",PRK,2016,0,,,0.390166667,0.362666667,0.4375,0.236,Low income,East Asia & Pacific,25307744
Kosovo,XKX,2016,,0.368,0,,,,,Upper middle income,Europe & Central Asia,1777557
Liechtenstein,LIE,2016,0,,,0.188166667,0.2105,0.3335,0.3235,High income,Europe & Central Asia,37658
"Macao SAR, China",MAC,2016,0,,,0.182166667,0.198166667,0.25,0.4165,High income,East Asia & Pacific,612836
Monaco,MCO,2016,0,,,0.182,0.1395,0.1875,0.3235,High income,Europe & Central Asia,38070
Nauru,NRU,2016,0,,0,0.319166667,0.3755,0.375,0.3205,High income,East Asia & Pacific,13049
New Caledonia,NCL,2016,0,,,0.142666667,0.121166667,0.3125,0.0835,High income,East Asia & Pacific,276550
Northern Mariana Islands,MNP,2016,0,,,0.081833333,0.033333333,0.3125,0.077,High income,East Asia & Pacific,56188
Palau,PLW,2016,0,,0,0.381166667,0.431,0.625,0.361,High income,East Asia & Pacific,17725
Puerto Rico,PRI,2016,0,,,0.187833333,0.217166667,0.3125,0.25,High income,Latin America & Caribbean,3406672
Romania,ROU,2016,,0.468,1,0.6125,0.525666667,0.5835,0.5835,High income,Europe & Central Asia,19702267
San Marino,SMR,2016,0,,0,0.202166667,0.158,0.222,0.212,High income,Europe & Central Asia,33504
Seychelles,SYC,2016,1,,0,0.548,0.45,0.6945,0.597,High income,Sub-Saharan Africa,94677
Sint Maarten (Dutch part),SXM,2016,0,,,0.071166667,0.0795,0.25,0.0385,High income,Latin America & Caribbean,39969
Somalia,SOM,2016,0,,0,0.309666667,0.340333333,0.4375,0.261,Low income,Sub-Saharan Africa,14185613
St. Kitts and Nevis,KNA,2016,0,,0,0.332833333,0.390166667,0.625,0.5415,High income,Latin America & Caribbean,51629
St. Martin (French part),MAF,2016,0,,,0,0.075,0.125,0.0415,High income,Latin America & Caribbean,36065
Syrian Arab Republic,SYR,2016,0,,0,0.325166667,0.4145,0.4445,0.3385,Low income,Middle East & North Africa,17453933
"Taiwan, China",TWN,2016,,0.46,,,,,,High income,East Asia & Pacific,
Timor-Leste,TLS,2016,,0.225,0,0.679333333,0.475833333,0.6945,0.8265,Lower middle income,East Asia & Pacific,1219288
Tonga,TON,2016,0,,0,0.444166667,0.429666667,0.6875,0.628,Upper middle income,East Asia & Pacific,101133
Turks and Caicos Islands,TCA,2016,0,,,0.0075,0.1545,0.25,0.1325,High income,Latin America & Caribbean,36559
Tuvalu,TUV,2016,0,,0,0.329333333,0.3755,0.3125,0.311,Upper middle income,East Asia & Pacific,11225
Virgin Islands (U.S.),VIR,2016,0,,,0.0075,0.108333333,0.25,0.097,High income,Latin America & Caribbean,107510
West Bank and Gaza,PSE,2016,,0.395,0,0.597166667,0.473166667,0.9375,0.578,Lower middle income,Middle East & North Africa,4367088
Afghanistan,AFG,2015,,0.202,,0.567333333,0.453666667,0.4445,0.778,Low income,South Asia,34413603
Albania,ALB,2015,,0.319,,0.654,0.561,0.6945,0.7085,Upper middle income,Europe & Central Asia,2880703
Algeria,DZA,2015,,0.117,,0.595666667,0.506833333,0.4445,0.739,Lower middle income,Middle East & North Africa,39728025
American Samoa,ASM,2015,,,,0.107166667,0.141666667,0.5625,0.1325,Upper middle income,East Asia & Pacific,55812
Andorra,AND,2015,,,,0.238166667,0.182333333,0.3335,0.379,High income,Europe & Central Asia,78011
Angola,AGO,2015,,0.09,,0.575166667,0.704166667,0.9445,0.604,Lower middle income,Sub-Saharan Africa,27884381
Antigua and Barbuda,ATG,2015,,,,0.430333333,0.554333333,0.625,0.472,High income,Latin America & Caribbean,93566
Argentina,ARG,2015,,0.256,,0.733833333,0.754166667,0.6945,0.778,Upper middle income,Latin America & Caribbean,43131966
Armenia,ARM,2015,,0.49,,0.653333333,0.697166667,0.6945,0.771,Upper middle income,Europe & Central Asia,2925553
Aruba,ABW,2015,,,,0.116333333,0.188833333,0.25,0.2375,High income,Latin America & Caribbean,104341
Australia,AUS,2015,1,,,0.654333333,0.6535,0.9375,0.5835,High income,East Asia & Pacific,23815995
Austria,AUT,2015,1,,,0.611166667,0.720833333,0.9445,0.521,High income,Europe & Central Asia,8642699
Azerbaijan,AZE,2015,,0.336,,0.6815,0.5,0.4445,0.771,Upper middle income,Europe & Central Asia,9649341
"Bahamas, The",BHS,2015,,,,0.299666667,0.382,0.25,0.4655,High income,Latin America & Caribbean,374206
Bahrain,BHR,2015,,,,0.3975,0.441333333,0.25,0.3165,High income,Middle East & North Africa,1371851
Bangladesh,BGD,2015,,0.158,,0.690666667,0.645833333,0.6945,0.771,Lower middle income,South Asia,156256276
Barbados,BRB,2015,,,,0.483666667,0.4625,0.5,0.639,High income,Latin America & Caribbean,285324
Belarus,BLR,2015,,0.178,,0.639666667,0.494333333,0.375,0.764,Upper middle income,Europe & Central Asia,9489616
Belgium,BEL,2015,1,,,0.6345,0.621833333,0.4445,0.521,High income,Europe & Central Asia,11274196
Belize,BLZ,2015,,0.152,,0.5865,0.613833333,0.6945,0.771,Upper middle income,Latin America & Caribbean,360933
Benin,BEN,2015,,0.127,,0.583833333,0.565166667,0.389,0.572,Lower middle income,Sub-Saharan Africa,10575952
Bermuda,BMU,2015,,,,0.128833333,0.1775,0.25,0.2475,High income,North America,65237
Bhutan,BTN,2015,,0.196,,0.673,0.5425,0.6945,0.597,Lower middle income,South Asia,727876
Bolivia,BOL,2015,,0.352,,0.716333333,0.627666667,0.6875,0.628,Lower middle income,Latin America & Caribbean,10869730
Bosnia and Herzegovina,BIH,2015,,0.086,,0.645666667,0.5315,0.4445,0.764,Upper middle income,Europe & Central Asia,3429361
Botswana,BWA,2015,,0.089,,0.589333333,0.576666667,0.6945,0.604,Upper middle income,Sub-Saharan Africa,2120716
Brazil,BRA,2015,,0.39,,0.7015,0.7735,0.6875,0.771,Upper middle income,Latin America & Caribbean,204471769
British Virgin Islands,VGB,2015,,,,0.087166667,0.175666667,0.25,0.091,High income,Latin America & Caribbean,29152
Brunei Darussalam,BRN,2015,,,,0.313666667,0.463833333,0.3335,0.372,High income,East Asia & Pacific,414907
Bulgaria,BGR,2015,,0.363,,0.636833333,0.617333333,0.8335,0.639,Upper middle income,Europe & Central Asia,7177991
Burkina Faso,BFA,2015,,0.093,,0.664166667,0.586,0.9375,0.597,Low income,Sub-Saharan Africa,18110624
Burundi,BDI,2015,,0.084,,0.606666667,0.624833333,0.9375,0.628,Low income,Sub-Saharan Africa,10160030
Cabo Verde,CPV,2015,,0.234,,0.535666667,0.596166667,0.6945,0.604,Lower middle income,Sub-Saharan Africa,524743
Cambodia,KHM,2015,,0.158,,0.745833333,0.645833333,0.6945,0.771,Lower middle income,East Asia & Pacific,15521436
Cameroon,CMR,2015,,0.107,,0.741166667,0.604166667,0.6945,0.7445,Lower middle income,Sub-Saharan Africa,23298368
Canada,CAN,2015,1,,,0.569166667,0.615,0.4375,0.5835,High income,North America,35702908
Cayman Islands,CYM,2015,,,,0.072,0.187833333,0.25,0.211,High income,Latin America & Caribbean,61724
Central African Republic,CAF,2015,,,,0.448,0.426833333,0.6945,0.3485,Low income,Sub-Saharan Africa,4493170
Chad,TCD,2015,,0.073,,0.672666667,0.3795,0.4445,0.478,Low income,Sub-Saharan Africa,14110975
Channel Islands,CHI,2015,,,,,,,,High income,Europe & Central Asia,165385
Chile,CHL,2015,1,0.268,,0.8,0.708333333,0.9445,0.646,High income,Latin America & Caribbean,17969353
China,CHN,2015,,0.456,,0.572333333,0.530166667,0.6945,0.5415,Upper middle income,East Asia & Pacific,1371220000
Colombia,COL,2015,,0.35,,0.776,0.745833333,0.9375,0.8265,Upper middle income,Latin America & Caribbean,47520667
Comoros,COM,2015,,,,0.555,0.511833333,0.6875,0.522,Lower middle income,Sub-Saharan Africa,777424
"Congo, Dem. Rep.",COD,2015,,0.068,,0.648,0.461,0.4445,0.606,Low income,Sub-Saharan Africa,76244544
"Congo, Rep.",COG,2015,,0.096,,0.667666667,0.411333333,0.4445,0.596,Lower middle income,Sub-Saharan Africa,4856095
Costa Rica,CRI,2015,,,,0.7645,0.645833333,0.9375,0.8265,Upper middle income,Latin America & Caribbean,4847804
Cote d'Ivoire,CIV,2015,,0.334,,0.715333333,0.5485,0.6945,0.611,Lower middle income,Sub-Saharan Africa,23226143
Croatia,HRV,2015,,,,0.5155,0.4785,0.3335,0.4585,High income,Europe & Central Asia,4203604
Cuba,CUB,2015,,0.357,,0.5005,0.435666667,0.4445,0.561,Upper middle income,Latin America & Caribbean,11324781
Curacao,CUW,2015,,,,0.05,0.219166667,0.25,0.091,High income,Latin America & Caribbean,157980
Cyprus,CYP,2015,,,,0.563833333,0.516666667,0.5835,0.4585,High income,Europe & Central Asia,1160985
Czech Republic,CZE,2015,1,,,0.644166667,0.665333333,0.9445,0.5765,High income,Europe & Central Asia,10546059
Denmark,DNK,2015,1,,,0.629666667,0.598666667,0.625,0.521,High income,Europe & Central Asia,5683483
Djibouti,DJI,2015,,0.005,,0.558666667,0.440166667,0.5835,0.572,Lower middle income,Middle East & North Africa,913993
Dominica,DMA,2015,,,,0.438333333,0.3875,0.639,0.572,Upper middle income,Latin America & Caribbean,71183
Dominican Republic,DOM,2015,,0.27,,0.705333333,0.479166667,0.4445,0.882,Upper middle income,Latin America & Caribbean,10281680
Ecuador,ECU,2015,,0.176,,0.7765,0.6735,0.6875,0.628,Upper middle income,Latin America & Caribbean,16212020
"Egypt, Arab Rep.",EGY,2015,,0.301,,0.7935,0.701333333,0.9445,0.882,Lower middle income,Middle East & North Africa,92442547
El Salvador,SLV,2015,,0.14,,0.770666667,0.6625,0.6945,0.8265,Lower middle income,Latin America & Caribbean,6325124
Equatorial Guinea,GNQ,2015,,,,0.499,0.448666667,0.6945,0.4165,Upper middle income,Sub-Saharan Africa,1168568
Eritrea,ERI,2015,,,,0.406666667,0.346,0.4445,0.261,Low income,Sub-Saharan Africa,
Estonia,EST,2015,1,,,0.7255,0.632833333,0.75,0.514,High income,Europe & Central Asia,1315407
Eswatini,SWZ,2015,,0.073,,0.662666667,0.5055,0.9375,0.578,Lower middle income,Sub-Saharan Africa,1104044
Ethiopia,ETH,2015,,0.12,,0.717666667,0.591833333,0.6945,0.604,Low income,Sub-Saharan Africa,100835458
Faroe Islands,FRO,2015,,,,0.041666667,0.066666667,0.25,0.1465,High income,Europe & Central Asia,48051
Fiji,FJI,2015,,0.162,,0.604833333,0.483333333,0.6945,0.7155,Upper middle income,East Asia & Pacific,868627
Finland,FIN,2015,1,,,0.668333333,0.620833333,0.9375,0.521,High income,Europe & Central Asia,5479531
France,FRA,2015,1,,,0.6445,0.615333333,0.6945,0.521,High income,Europe & Central Asia,66548272
French Polynesia,PYF,2015,,,,0.0375,0.1545,0.3125,0.15,High income,East Asia & Pacific,273124
Gabon,GAB,2015,,0.074,,0.487333333,0.3985,0.389,0.572,Upper middle income,Sub-Saharan Africa,1947686
"Gambia, The",GMB,2015,,0.283,,0.6415,0.553,0.625,0.5165,Low income,Sub-Saharan Africa,2085860
Georgia,GEO,2015,,0.568,,0.617833333,0.509666667,0.4445,0.8265,Upper middle income,Europe & Central Asia,3725276
Germany,DEU,2015,1,,,0.625166667,0.646833333,0.6945,0.521,High income,Europe & Central Asia,81686611
Ghana,GHA,2015,,0.193,,0.739166667,0.590166667,0.6945,0.6835,Lower middle income,Sub-Saharan Africa,27849205
Gibraltar,GIB,2015,,,,0.066666667,0.085166667,0.125,0.094,High income,Europe & Central Asia,33736
Greece,GRC,2015,1,,,0.601333333,0.596833333,0.6945,0.521,High income,Europe & Central Asia,10820883
Greenland,GRL,2015,,,,0.083333333,0.0795,0.3125,0.101,High income,Europe & Central Asia,56114
Grenada,GRD,2015,,,,0.447666667,0.429166667,0.6945,0.572,Upper middle income,Latin America & Caribbean,109599
Guam,GUM,2015,,,,0.083333333,0.141666667,0.25,0.139,High income,East Asia & Pacific,161853
Guatemala,GTM,2015,,0.207,,0.778666667,0.6625,0.9445,0.778,Upper middle income,Latin America & Caribbean,15567419
Guinea,GIN,2015,,0.093,,0.571,0.3985,0.6945,0.572,Low income,Sub-Saharan Africa,11432088
Guinea-Bissau,GNB,2015,,0.164,,0.466333333,0.3545,0.375,0.522,Low income,Sub-Saharan Africa,1737202
Guyana,GUY,2015,,0.199,,0.595,0.451333333,0.5835,0.739,Upper middle income,Latin America & Caribbean,767432
Haiti,HTI,2015,,0.025,,0.516,0.457666667,0.4445,0.4945,Low income,Latin America & Caribbean,10695542
Honduras,HND,2015,,0.254,,0.7405,0.701333333,0.6875,0.8265,Lower middle income,Latin America & Caribbean,9112916
"Hong Kong SAR, China",HKG,2015,,,,0.221666667,0.288166667,0.3125,0.472,High income,East Asia & Pacific,7291300
Hungary,HUN,2015,1,,,0.611166667,0.542666667,0.5835,0.5765,High income,Europe & Central Asia,9843028
Iceland,ISL,2015,1,,,0.5315,0.557,0.4375,0.528,High income,Europe & Central Asia,330815
India,IND,2015,,0.345,,0.613,0.579166667,0.4375,0.771,Lower middle income,South Asia,1310152403
Indonesia,IDN,2015,,0.276,,0.683166667,0.613833333,0.6945,0.653,Upper middle income,East Asia & Pacific,258383256
"Iran, Islamic Rep.",IRN,2015,,0.253,,0.662833333,0.520666667,0.6945,0.5165,Upper middle income,Middle East & North Africa,78492215
Iraq,IRQ,2015,,,,0.584,0.562833333,0.6945,0.4495,Upper middle income,Middle East & North Africa,35572261
Ireland,IRL,2015,1,,,0.587666667,0.601333333,0.6945,0.521,High income,Europe & Central Asia,4701957
Isle of Man,IMN,2015,,,,0.057166667,0.0905,0.125,0.1495,High income,Europe & Central Asia,83234
Israel,ISR,2015,1,,,0.534333333,0.431833333,0.3125,0.5765,High income,Middle East & North Africa,8380100
Italy,ITA,2015,1,,,0.6585,0.6635,0.9445,0.521,High income,Europe & Central Asia,60730582
Jamaica,JAM,2015,,0.138,,0.581166667,0.509833333,0.6945,0.771,Upper middle income,Latin America & Caribbean,2891021
Japan,JPN,2015,1,,,0.608666667,0.593,0.9445,0.5835,High income,East Asia & Pacific,127141000
Jordan,JOR,2015,,0.304,,0.671166667,0.520833333,0.6945,0.771,Upper middle income,Middle East & North Africa,9266575
Kazakhstan,KAZ,2015,,0.171,,0.752166667,0.578666667,0.6945,0.882,Upper middle income,Europe & Central Asia,17542806
Kenya,KEN,2015,,0.246,,0.723166667,0.513833333,0.6945,0.882,Lower middle income,Sub-Saharan Africa,47878336
Kiribati,KIR,2015,,0.07,,0.371,0.449333333,0.625,0.5415,Lower middle income,East Asia & Pacific,110930
"Korea, Dem. People’s Rep.",PRK,2015,,,,0.384666667,0.334833333,0.4375,0.236,Low income,East Asia & Pacific,25183833
"Korea, Rep.",KOR,2015,1,,,0.677833333,0.632,0.9445,0.5345,High income,East Asia & Pacific,51014947
Kosovo,XKX,2015,,0.315,,,,,,Upper middle income,Europe & Central Asia,1788196
Kuwait,KWT,2015,,,,0.514666667,0.543,0.75,0.528,High income,Middle East & North Africa,3835591
Kyrgyz Republic,KGZ,2015,,0.233,,0.773666667,0.5795,0.9445,0.7155,Lower middle income,Europe & Central Asia,5956900
Lao PDR,LAO,2015,,0.084,,0.688,0.437833333,0.6945,0.6595,Lower middle income,East Asia & Pacific,6741164
Latvia,LVA,2015,1,,,0.540166667,0.501333333,0.25,0.514,High income,Europe & Central Asia,1977527
Lebanon,LBN,2015,,0.234,,0.550833333,0.438833333,0.6945,0.7155,Upper middle income,Middle East & North Africa,6532678
Lesotho,LSO,2015,,0.241,,0.506666667,0.4165,0.4445,0.6595,Lower middle income,Sub-Saharan Africa,2059021
Liberia,LBR,2015,,0.245,,0.64,0.5235,0.6945,0.578,Low income,Sub-Saharan Africa,4472230
Libya,LBY,2015,,,,0.384166667,0.322166667,0.4445,0.2915,Upper middle income,Middle East & North Africa,6418315
Liechtenstein,LIE,2015,,,,0.189,0.2105,0.3335,0.3235,High income,Europe & Central Asia,37470
Lithuania,LTU,2015,1,,,0.613833333,0.532833333,0.25,0.514,High income,Europe & Central Asia,2904910
Luxembourg,LUX,2015,1,,,0.5355,0.508333333,0.389,0.4655,High income,Europe & Central Asia,569604
"Macao SAR, China",MAC,2015,,,,0.152333333,0.198166667,0.25,0.4165,High income,East Asia & Pacific,602085
Madagascar,MDG,2015,,0.085,,0.622166667,0.5555,0.6945,0.597,Low income,Sub-Saharan Africa,24234088
Malawi,MWI,2015,,0.381,,0.654666667,0.5185,0.9445,0.8195,Low income,Sub-Saharan Africa,16745303
Malaysia,MYS,2015,,0.144,,0.722833333,0.615333333,0.9445,0.653,Upper middle income,East Asia & Pacific,30270962
Maldives,MDV,2015,,0.202,,0.4925,0.368,0.375,0.5165,Upper middle income,South Asia,454915
Mali,MLI,2015,,0.163,,0.625,0.565666667,0.639,0.5,Low income,Sub-Saharan Africa,17438778
Malta,MLT,2015,,,,0.516166667,0.416666667,0.25,0.4585,High income,Middle East & North Africa,445053
Marshall Islands,MHL,2015,,0.065,,0.356333333,0.385166667,0.625,0.333,Upper middle income,East Asia & Pacific,57439
Mauritania,MRT,2015,,0.211,,0.6105,0.376333333,0.4445,0.6335,Lower middle income,Sub-Saharan Africa,4046301
Mauritius,MUS,2015,,0.246,,0.630833333,0.626333333,0.6945,0.7155,High income,Sub-Saharan Africa,1262605
Mexico,MEX,2015,,0.742,,0.823333333,0.727833333,0.9375,0.8265,Upper middle income,Latin America & Caribbean,121858258
"Micronesia, Fed. Sts.",FSM,2015,,0.062,,0.363833333,0.431333333,0.6875,0.293,Lower middle income,East Asia & Pacific,108895
Moldova,MDA,2015,,0.676,,0.719,0.398666667,0.4445,0.8195,Lower middle income,Europe & Central Asia,2834530
Monaco,MCO,2015,,,,0.169666667,0.111666667,0.1875,0.3235,High income,Europe & Central Asia,37718
Mongolia,MNG,2015,,0.647,,0.738166667,0.5545,0.6945,0.771,Lower middle income,East Asia & Pacific,2998439
Montenegro,MNE,2015,,0.201,,0.6355,0.4815,0.6945,0.689,Upper middle income,Europe & Central Asia,622159
Morocco,MAR,2015,,0.12,,0.699166667,0.491666667,0.6875,0.771,Lower middle income,Middle East & North Africa,34663603
Mozambique,MOZ,2015,,0.111,,0.673166667,0.568,0.6945,0.7225,Low income,Sub-Saharan Africa,27042002
Myanmar,MMR,2015,,,,0.6465,0.562166667,0.9445,0.596,Lower middle income,East Asia & Pacific,52680726
Namibia,NAM,2015,,0.1,,0.695666667,0.657,0.9375,0.7085,Upper middle income,Sub-Saharan Africa,2314904
Nauru,NRU,2015,,,,0.293166667,0.347666667,0.375,0.3205,High income,East Asia & Pacific,12475
Nepal,NPL,2015,,0.171,,0.665333333,0.500833333,0.9445,0.7155,Lower middle income,South Asia,27015031
Netherlands,NLD,2015,1,,,0.609166667,0.520833333,0.625,0.521,High income,Europe & Central Asia,16939923
New Caledonia,NCL,2015,,,,0.168,0.1545,0.5625,0.1,High income,East Asia & Pacific,272400
New Zealand,NZL,2015,1,,,0.539833333,0.566666667,0.9445,0.5835,High income,East Asia & Pacific,4595700
Nicaragua,NIC,2015,,0.203,,0.662833333,0.6055,0.6875,0.771,Lower middle income,Latin America & Caribbean,6223240
Niger,NER,2015,,0.093,,0.717833333,0.577666667,0.9445,0.6835,Low income,Sub-Saharan Africa,20001663
Nigeria,NGA,2015,,0.283,,0.590166667,0.443,0.4445,0.5505,Lower middle income,Sub-Saharan Africa,181137448
North Macedonia,MKD,2015,,0.433,,0.689666667,0.366833333,0.4445,0.7445,Upper middle income,Europe & Central Asia,2079328
Northern Mariana Islands,MNP,2015,,,,0.083333333,0.033333333,0.3125,0.077,High income,East Asia & Pacific,55780
Norway,NOR,2015,1,,,0.626833333,0.582,0.6875,0.5835,High income,Europe & Central Asia,5188607
Oman,OMN,2015,,,,0.507833333,0.357666667,0.3335,0.422,High income,Middle East & North Africa,4267348
